"","Store","Dept","Date","Temperature","Fuel_Price","CPI","Unemployment","IsHoliday","Weekly_Sales","Name"
"57",1,72,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,98499.12,"Electronics"
"58",1,74,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,12251.94,"Home Management and Luggage"
"59",1,79,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,46729.77,"Infant Consumables and Hardlines"
"60",1,80,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,15694.17,"Service Deli"
"61",1,81,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,30052.75,"Commercial Bread"
"62",1,82,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,19484.03,"Impulse and Checkout"
"63",1,83,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,5711.19,"Fresh/Frozen Seafood"
"64",1,85,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,3825.78,"Photo Center"
"65",1,87,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,35972.49,"Wireless"
"66",1,90,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,76419.47,"Dairy"
"67",1,91,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,62424.14,"Frozen Foods"
"68",1,92,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,139884.94,"Dry Grocery"
"69",1,93,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,64494.87,"Fresh/Frozen Meat"
"70",1,94,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,56655.39,"Fresh Produce"
"71",1,95,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,106690.06,"Snacks and Beverages"
"72",1,97,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,32153.04,"Packaged Deli"
"73",1,98,2010-02-05,42.31,2.572,211.0963582,8.106,FALSE,10891.37,"Fresh Bakery"
"74",1,1,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,46039.49,"Candy and Tobacco"
"75",1,2,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,44682.74,"Health and Beauty Aids"
"76",1,3,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,10887.84,"Stationery"
"77",1,4,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,35351.21,"Paper Goods"
"78",1,5,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,29620.81,"Media and Gaming"
"79",1,6,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,9135,"Cameras and Supplies"
"80",1,7,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,18310.31,"Toys"
"81",1,8,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,37334.83,"Pet Supplies"
"82",1,9,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,16562.49,"Sporting Goods"
"83",1,10,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,31494.77,"Automotive"
"84",1,11,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,21760.75,"Hardware"
"85",1,12,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,8654.07,"Paint and Accessories"
"86",1,13,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,36476.4,"Household Chemicals"
"87",1,14,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,18129.02,"Kitchen and Dining"
"88",1,16,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,11873.89,"Outdoor Living"
"89",1,17,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,13403.66,"Home Decor"
"90",1,18,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,19006.5,"Seasonal"
"91",1,19,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,1490.79,"Crafts and Fabric"
"92",1,20,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,3697.7,"Bath and Shower"
"93",1,21,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,8735.83,"Books and Magazines"
"94",1,22,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,14807.95,"Bedding"
"95",1,23,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,22812.41,"Menswear"
"96",1,24,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,8050.24,"Boyswear"
"97",1,25,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,13268.75,"Shoes"
"98",1,26,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,10050.92,"Infant Apparel"
"99",1,27,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,2339.5,"Ladies Socks"
"100",1,28,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,1008.36,"Hosiery"
"101",1,29,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,7696.61,"Sleepwear and Scrubs"
"102",1,30,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,5328.5,"Bras and Shapewear"
"103",1,31,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,3228.96,"Ladies Accessories"
"104",1,32,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,14700.59,"Jewelry"
"105",1,33,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,8483.54,"Girlswear"
"106",1,34,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,12852.83,"Ladieswear"
"107",1,35,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,2420,"Plus Size and Maternity"
"108",1,36,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,432,"Ladies Outerwear/Swimwear/Seasonal Apparel"
"109",1,37,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,3450.68,"Service Income (TLE)"
"110",1,38,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,94136.35,"Prescription Pharmacy"
"111",1,40,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,60828.25,"Pharmacy OTC"
"112",1,41,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,924.53,"Team Sports Apparel"
"113",1,42,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,7284.34,"TLE Oil"
"114",1,44,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,4463.33,"Crafts (expanded)"
"115",1,45,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,34.47,"Sporting Goods (expanded)"
"116",1,46,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,18826.47,"Cosmetics"
"117",1,48,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,247,"Firearms"
"118",1,49,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,16139.05,"Optical"
"119",1,51,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,28.11,"Fishing"
"120",1,52,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,2728.58,"Floral (artificial)"
"121",1,54,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,383,"?"
"122",1,55,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,18892.81,"Media and Gaming (expanded)"
"123",1,56,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,2849.12,"Live Plants and Flowers (Lawn and Garden)"
"124",1,58,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,4505,"Contract Wireless"
"125",1,59,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,1447.42,"Service Plans"
"126",1,60,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,1003.2,"Concept Stores and Stamps"
"127",1,67,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,17614.47,"Celebrations"
"128",1,71,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,4752,"Furniture"
"129",1,72,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,79636.32,"Electronics"
"130",1,74,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,11857.96,"Home Management and Luggage"
"131",1,79,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,36080.86,"Infant Consumables and Hardlines"
"132",1,80,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,16720.84,"Service Deli"
"133",1,81,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,30694.25,"Commercial Bread"
"134",1,82,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,20949.36,"Impulse and Checkout"
"135",1,83,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,7521.08,"Fresh/Frozen Seafood"
"136",1,85,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,4994.64,"Photo Center"
"137",1,87,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,39254.57,"Wireless"
"138",1,90,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,79455.64,"Dairy"
"139",1,91,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,66937,"Frozen Foods"
"140",1,92,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,143081.42,"Dry Grocery"
"141",1,93,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,70202.02,"Fresh/Frozen Meat"
"142",1,94,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,62329.48,"Fresh Produce"
"143",1,95,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,111390.36,"Snacks and Beverages"
"144",1,97,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,33874.47,"Packaged Deli"
"145",1,98,2010-02-12,38.51,2.548,211.2421698,8.106,TRUE,16309.73,"Fresh Bakery"
"146",1,1,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,41595.55,"Candy and Tobacco"
"147",1,2,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,47928.89,"Health and Beauty Aids"
"148",1,3,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,11523.47,"Stationery"
"149",1,4,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,36826.95,"Paper Goods"
"150",1,5,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,26468.27,"Media and Gaming"
"151",1,6,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,6060.26,"Cameras and Supplies"
"152",1,7,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,19985.2,"Toys"
"153",1,8,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,38717.6,"Pet Supplies"
"154",1,9,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,15880.85,"Sporting Goods"
"155",1,10,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,29634.13,"Automotive"
"156",1,11,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,18706.21,"Hardware"
"157",1,12,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,9165.98,"Paint and Accessories"
"158",1,13,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,37857.68,"Household Chemicals"
"159",1,14,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,17491.36,"Kitchen and Dining"
"160",1,16,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,13855.54,"Outdoor Living"
"161",1,17,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,13485.61,"Home Decor"
"162",1,18,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,17623.72,"Seasonal"
"163",1,19,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,1722.17,"Crafts and Fabric"
"164",1,20,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,4719.89,"Bath and Shower"
"165",1,21,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,8949.67,"Books and Magazines"
"166",1,22,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,12290.16,"Bedding"
"167",1,23,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,21381.85,"Menswear"
"168",1,24,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,7366.7,"Boyswear"
"169",1,25,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,10271.25,"Shoes"
"170",1,26,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,10547.6,"Infant Apparel"
"171",1,27,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,2494.5,"Ladies Socks"
"172",1,28,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,1012.09,"Hosiery"
"173",1,29,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,7966.55,"Sleepwear and Scrubs"
"174",1,30,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,5735,"Bras and Shapewear"
"175",1,31,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,2652,"Ladies Accessories"
"176",1,32,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,20275.45,"Jewelry"
"177",1,33,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,7611.35,"Girlswear"
"178",1,34,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,13006.5,"Ladieswear"
"179",1,35,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,2176,"Plus Size and Maternity"
"180",1,36,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,595,"Ladies Outerwear/Swimwear/Seasonal Apparel"
"181",1,37,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,3203.31,"Service Income (TLE)"
"182",1,38,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,98672.59,"Prescription Pharmacy"
"183",1,40,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,68569.53,"Pharmacy OTC"
"184",1,41,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,1206.88,"Team Sports Apparel"
"185",1,42,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,8423.87,"TLE Oil"
"186",1,44,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,4401.78,"Crafts (expanded)"
"187",1,45,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,22.94,"Sporting Goods (expanded)"
"188",1,46,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,22414.94,"Cosmetics"
"189",1,47,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,-863,"?"
"190",1,48,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,354,"Firearms"
"191",1,49,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,16736.17,"Optical"
"192",1,51,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,52.88,"Fishing"
"193",1,52,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,3356.66,"Floral (artificial)"
"194",1,54,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,616,"?"
"195",1,55,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,17404.53,"Media and Gaming (expanded)"
"196",1,56,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,3246.57,"Live Plants and Flowers (Lawn and Garden)"
"197",1,58,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,3131,"Contract Wireless"
"198",1,59,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,1530.41,"Service Plans"
"199",1,60,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,1020.8,"Concept Stores and Stamps"
"200",1,67,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,16411.69,"Celebrations"
"201",1,71,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,3357,"Furniture"
"202",1,72,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,72377.79,"Electronics"
"203",1,74,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,13917.2,"Home Management and Luggage"
"204",1,79,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,34141.62,"Infant Consumables and Hardlines"
"205",1,80,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,15918.98,"Service Deli"
"206",1,81,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,28784.91,"Commercial Bread"
"207",1,82,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,20195.2,"Impulse and Checkout"
"208",1,83,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,9080.26,"Fresh/Frozen Seafood"
"209",1,85,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,6517.55,"Photo Center"
"210",1,87,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,33593.8,"Wireless"
"211",1,90,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,76091.36,"Dairy"
"212",1,91,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,63011.44,"Frozen Foods"
"213",1,92,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,135066.75,"Dry Grocery"
"214",1,93,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,62581.64,"Fresh/Frozen Meat"
"215",1,94,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,72212.32,"Fresh Produce"
"216",1,95,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,107952.07,"Snacks and Beverages"
"217",1,97,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,31585.78,"Packaged Deli"
"218",1,98,2010-02-19,39.93,2.514,211.2891429,8.106,FALSE,12087.95,"Fresh Bakery"
"219",1,1,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,19403.54,"Candy and Tobacco"
"220",1,2,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,44292.87,"Health and Beauty Aids"
"221",1,3,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,11135.17,"Stationery"
"222",1,4,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,34660.16,"Paper Goods"
"223",1,5,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,24101.89,"Media and Gaming"
"224",1,6,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,5244.56,"Cameras and Supplies"
"225",1,7,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,17224.22,"Toys"
"226",1,8,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,35318.2,"Pet Supplies"
"227",1,9,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,15175.52,"Sporting Goods"
"228",1,10,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,27921.96,"Automotive"
"229",1,11,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,17306.61,"Hardware"
"230",1,12,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,9015.37,"Paint and Accessories"
"231",1,13,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,37467.32,"Household Chemicals"
"232",1,14,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,16118.26,"Kitchen and Dining"
"233",1,16,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,12881.02,"Outdoor Living"
"234",1,17,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,10667.06,"Home Decor"
"235",1,18,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,545.02,"Seasonal"
"236",1,19,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,1655.32,"Crafts and Fabric"
"237",1,20,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,4007.94,"Bath and Shower"
"238",1,21,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,8592.42,"Books and Magazines"
"239",1,22,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,9295.78,"Bedding"
"240",1,23,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,17798.37,"Menswear"
"241",1,24,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,5630.82,"Boyswear"
"242",1,25,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,10218.67,"Shoes"
"243",1,26,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,8541.14,"Infant Apparel"
"244",1,27,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,1666.75,"Ladies Socks"
"245",1,28,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,986.07,"Hosiery"
"246",1,29,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,4972.65,"Sleepwear and Scrubs"
"247",1,30,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,3614.48,"Bras and Shapewear"
"248",1,31,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,2665.75,"Ladies Accessories"
"249",1,32,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,8146.57,"Jewelry"
"250",1,33,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,4814.66,"Girlswear"
"251",1,34,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,12005,"Ladieswear"
"252",1,35,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,2029.9,"Plus Size and Maternity"
"253",1,36,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,506,"Ladies Outerwear/Swimwear/Seasonal Apparel"
"254",1,37,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,2474.99,"Service Income (TLE)"
"255",1,38,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,92755.59,"Prescription Pharmacy"
"256",1,40,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,64328.29,"Pharmacy OTC"
"257",1,41,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,885.27,"Team Sports Apparel"
"258",1,42,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,7039.85,"TLE Oil"
"259",1,44,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,3864.43,"Crafts (expanded)"
"260",1,45,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,45.41,"Sporting Goods (expanded)"
"261",1,46,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,18099.75,"Cosmetics"
"262",1,48,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,357,"Firearms"
"263",1,49,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,16245.13,"Optical"
"264",1,51,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,4.16,"Fishing"
"265",1,52,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,2287.01,"Floral (artificial)"
"266",1,54,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,209,"?"
"267",1,55,2010-02-26,46.63,2.561,211.3196429,8.106,FALSE,16708.1,"Media and Gaming (expanded)"
